Mode,Month,State,Load Port,Species,End Use,Country, Quantity ,Year
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 109 ,2017
Air,Feb,WA,Perth,Goats,Breeder,Malaysia, 53 ,2017
Air,Feb,VIC,Melbourne,Cattle,Breeder,Taiwan, 215 ,2017
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Vietnam," 2,947 ",2017
Air,Feb,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 11 ,2017
Air,Feb,VIC,Melbourne,Goats,Breeder,United Arab Emirates, 128 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 149 ,2017
Sea,Feb,VIC,Portland,Cattle,Breeder,China," 3,280 ",2017
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia," 3,657 ",2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 110 ,2017
Air,Feb,WA,Perth,Goats,Slaughter,Malaysia, 80 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 84 ,2017
Air,Feb,WA,Perth,Goats,Breeder,Malaysia, 22 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2017
Air,Feb,SA,Adelaide,Sheep,Slaughter,Malaysia, 134 ,2017
Air,Feb,NSW,Sydney,Sheep,Breeder,Argentina, 8 ,2017
Sea,Feb,SA,Port Adelaide,Sheep,Slaughter,Kuwait," 9,659 ",2017
Sea,Feb,SA,Port Adelaide,Sheep,Slaughter,Qatar," 19,000 ",2017
Sea,Feb,SA,Port Adelaide,Sheep,Slaughter,United Arab Emirates," 4,451 ",2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 155 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Kuwait," 17,468 ",2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Oman," 4,741 ",2017
Air,Feb,NSW,Sydney,Cattle,Breeder,Malaysia, 75 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 148 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 149 ,2017
Sea,Feb,WA,Fremantle,Sheep,Feeder,Israel," 21,000 ",2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Jordan," 15,857 ",2017
Sea,Feb,WA,Fremantle,Cattle,Feeder,Israel," 9,782 ",2017
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia," 2,524 ",2017
Sea,Feb,NT,Darwin,Buffalo,Feeder,Indonesia, 195 ,2017
Sea,Feb,NT,Darwin,Cattle,Productive,Indonesia, 185 ,2017
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia," 3,773 ",2017
Air,Feb,NSW,Sydney,Cattle,Breeder,Thailand, 4 ,2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Qatar," 21,000 ",2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 5,000 ",2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Oman," 5,000 ",2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Kuwait," 14,822 ",2017
Sea,Feb,WA,Fremantle,Cattle,Slaughter,Kuwait, 50 ,2017
Sea,Feb,WA,Fremantle,Sheep,Slaughter,Kuwait," 2,372 ",2017
Air,Feb,NSW,Sydney,Goats,Breeder,Philippines, 25 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia," 1,950 ",2017
Air,Feb,SA,Adelaide,Goats,Slaughter,Malaysia, 168 ,2017
Air,Feb,SA,Adelaide,Sheep,Slaughter,Malaysia, 62 ,2017
Air,Feb,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Feb,NSW,Sydney,Sheep,Breeder,Uruguay, 5 ,2017
Sea,Feb,NT,Darwin,Cattle,Feeder,Indonesia," 3,730 ",2017
Sea,Feb,WA,Fremantle,Cattle,Feeder,Indonesia," 4,285 ",2017
Sea,Feb,WA,Fremantle,Cattle,Productive,Indonesia," 1,000 ",2017
Air,Mar,NSW,Sydney,Sheep,Breeder,Argentina, 13 ,2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Mar,VIC,Portland,Cattle,Breeder,Pakistan," 1,650 ",2017
Air,Mar,NSW,Sydney,Sheep,Breeder,Argentina, 6 ,2017
Air,Mar,NSW,Sydney,Goats,Slaughter,Malaysia, 558 ,2017
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia, 177 ,2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 157 ,2017
Sea,Mar,QLD,Brisbane,Cattle,Feeder,Japan, 120 ,2017
Sea,Mar,QLD,Brisbane,Cattle,Feeder,Japan, 960 ,2017
Air,Mar,NSW,Sydney,Cattle,Breeder,Japan, 341 ,2017
Air,Mar,NSW,Sydney,Sheep,Breeder,Chile, 6 ,2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 3,878 ",2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 3,584 ",2017
Air,Mar,SA,Adelaide,Goats,Slaughter,Malaysia, 21 ,2017
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia, 144 ,2017
Sea,Mar,NT,Darwin,Cattle,Slaughter,Vietnam," 2,566 ",2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 140 ,2017
Air,Mar,WA,Perth,Goats,Slaughter,Malaysia, 25 ,2017
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia," 3,834 ",2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 3,740 ",2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 168 ,2017
Sea,Mar,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 6,000 ",2017
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Oman," 5,000 ",2017
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Qatar," 35,000 ",2017
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Kuwait, 50 ,2017
Sea,Mar,WA,Fremantle,Cattle,Slaughter,Qatar, 200 ,2017
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Kuwait," 15,200 ",2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 5,524 ",2017
Air,Mar,VIC,Melbourne,Cattle,Breeder,Taiwan, 220 ,2017
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia," 6,494 ",2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 1,950 ",2017
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia," 6,462 ",2017
Sea,Mar,NT,Darwin,Buffalo,Slaughter,Malaysia," 1,113 ",2017
Sea,Mar,NT,Darwin,Cattle,Slaughter,Malaysia," 1,166 ",2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 1,114 ",2017
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia, 172 ,2017
Sea,Mar,WA,Fremantle,Cattle,Breeder,China," 1,226 ",2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 107 ,2017
Air,Mar,WA,Perth,Goats,Slaughter,Malaysia, 52 ,2017
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia," 3,650 ",2017
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia," 6,378 ",2017
Air,Mar,NSW,Sydney,Alpacas,Breeder,South Korea, 12 ,2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia, 734 ,2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 1,550 ",2017
Sea,Mar,NT,Darwin,Cattle,Productive,Indonesia," 1,250 ",2017
Sea,Mar,NT,Darwin,Cattle,Feeder,Indonesia," 2,018 ",2017
Sea,Mar,SA,Port Adelaide,Sheep,Slaughter,Kuwait," 16,011 ",2017
Sea,Mar,SA,Port Adelaide,Sheep,Slaughter,Qatar," 5,000 ",2017
Sea,Mar,SA,Port Adelaide,Sheep,Slaughter,United Arab Emirates," 4,000 ",2017
Sea,Mar,VIC,Portland,Cattle,Breeder,China," 2,986 ",2017
Sea,Mar,VIC,Geelong,Cattle,Breeder,China," 4,159 ",2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 157 ,2017
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia, 171 ,2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 118 ,2017
Air,Mar,WA,Perth,Goats,Slaughter,Malaysia, 54 ,2017
Air,Mar,NSW,Sydney,Cattle,Breeder,Malaysia, 56 ,2017
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Kuwait," 18,698 ",2017
Sea,Mar,WA,Fremantle,Sheep,Slaughter,Qatar," 20,000 ",2017
Sea,Mar,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 4,000 ",2017
Air,Mar,VIC,Melbourne,Goats,Breeder,New Zealand, 8 ,2017
Sea,Mar,QLD,Townsville,Cattle,Feeder,Indonesia," 3,773 ",2017
Air,Mar,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2017
Sea,Mar,QLD,Townsville,Cattle,Slaughter,Vietnam," 3,992 ",2017
Air,Mar,NSW,Sydney,Sheep,Slaughter,Malaysia, 238 ,2017
Air,Mar,SA,Adelaide,Sheep,Slaughter,Malaysia, 168 ,2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 60 ,2017
Air,Apr,WA,Perth,Goats,Slaughter,Malaysia, 125 ,2017
Air,Apr,NSW,Sydney,Cattle,Breeder,Malaysia, 50 ,2017
Sea,Apr,QLD,Townsville,Cattle,Feeder,Indonesia," 3,547 ",2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Oman," 12,495 ",2017
Air,Apr,VIC,Melbourne,Sheep,Breeder,United Kingdom, 22 ,2017
Air,Apr,SA,Adelaide,Sheep,Breeder,China," 1,380 ",2017
Air,Apr,NSW,Sydney,Goats,Breeder,Nepal, 23 ,2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 158 ,2017
Sea,Apr,QLD,Townsville,Cattle,Feeder,Indonesia," 3,797 ",2017
Sea,Apr,NT,Darwin,Cattle,Slaughter,Vietnam," 1,597 ",2017
Sea,Apr,NT,Darwin,Buffalo,Slaughter,Vietnam, 108 ,2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia, 179 ,2017
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 6,532 ",2017
Sea,Apr,QLD,Brisbane,Cattle,Feeder,Japan, 150 ,2017
Sea,Apr,QLD,Brisbane,Cattle,Feeder,Japan, 930 ,2017
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia, 169 ,2017
Air,Apr,VIC,Melbourne,Cattle,Breeder,Japan, 338 ,2017
Sea,Apr,NT,Darwin,Cattle,Slaughter,Vietnam," 1,813 ",2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 156 ,2017
Air,Apr,VIC,Melbourne,Cattle,Breeder,Japan, 300 ,2017
Air,Apr,VIC,Melbourne,Cattle,Breeder,Taiwan, 169 ,2017
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 1,500 ",2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Apr,VIC,Portland,Cattle,Breeder,China," 3,079 ",2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 3,160 ",2017
Sea,Apr,SA,Port Adelaide,Sheep,Slaughter,Qatar," 19,673 ",2017
Sea,Apr,SA,Port Adelaide,Sheep,Slaughter,Kuwait," 31,973 ",2017
Sea,Apr,NT,Darwin,Cattle,Slaughter,Vietnam," 1,768 ",2017
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 3,725 ",2017
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 2,470 ",2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Apr,NSW,Sydney,Cattle,Breeder,Malaysia, 92 ,2017
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 1,954 ",2017
Sea,Apr,NT,Darwin,Buffalo,Slaughter,Malaysia, 361 ,2017
Sea,Apr,NT,Darwin,Cattle,Slaughter,Malaysia, 877 ,2017
Air,Apr,NSW,Sydney,Alpacas,Breeder,Indonesia, 3 ,2017
Air,Apr,NSW,Sydney,Cattle,Breeder,Indonesia, 1 ,2017
Air,Apr,VIC,Melbourne,Cattle,Breeder,Indonesia, 197 ,2017
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Kuwait, 50 ,2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Qatar," 10,327 ",2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 16,648 ",2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 5,532 ",2017
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia, 190 ,2017
Air,Apr,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 95 ,2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 148 ,2017
Sea,Apr,WA,Wyndham,Cattle,Feeder,Indonesia," 2,921 ",2017
Air,Apr,NSW,Sydney,Cattle,Breeder,Malaysia, 50 ,2017
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia, 163 ,2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,Apr,VIC,Melbourne,Alpacas,Breeder,New Zealand, 31 ,2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 34,713 ",2017
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Kuwait, 50 ,2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 11,000 ",2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Oman," 7,000 ",2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Qatar," 20,000 ",2017
Sea,Apr,WA,Fremantle,Cattle,Slaughter,Qatar, 200 ,2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 1,665 ",2017
Sea,Apr,WA,Broome,Cattle,Feeder,Indonesia," 2,655 ",2017
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia," 2,877 ",2017
Air,Apr,SA,Adelaide,Goats,Slaughter,Malaysia, 165 ,2017
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia, 900 ,2017
Sea,Apr,NT,Darwin,Cattle,Feeder,Indonesia, 625 ,2017
Air,Apr,VIC,Melbourne,Cattle,Breeder,United Arab Emirates, 60 ,2017
Sea,Apr,NT,Darwin,Cattle,Breeder,Sarawak, 340 ,2017
Sea,Apr,NT,Darwin,Cattle,Slaughter,Brunei Darussalam, 896 ,2017
Sea,Apr,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,333 ",2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Kuwait," 10,557 ",2017
Sea,Apr,WA,Fremantle,Sheep,Slaughter,Oman," 9,989 ",2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 168 ,2017
Air,Apr,WA,Perth,Sheep,Slaughter,Malaysia, 160 ,2017
Sea,Apr,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,420 ",2017
Sea,Apr,WA,Broome,Cattle,Feeder,Indonesia," 5,395 ",2017
Air,Apr,SA,Adelaide,Sheep,Slaughter,Malaysia, 137 ,2017
Air,May,VIC,Melbourne,Cattle,Breeder,Malaysia, 12 ,2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Air,May,VIC,Melbourne,Cattle,Breeder,Malaysia, 11 ,2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 3,331 ",2017
Air,May,NSW,Sydney,Alpacas,Breeder,South Korea, 12 ,2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 170 ,2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,000 ",2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 4,431 ",2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 156 ,2017
Sea,May,QLD,Townsville,Cattle,Feeder,Indonesia," 3,331 ",2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 3,069 ",2017
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 160 ,2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 170 ,2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 170 ,2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 158 ,2017
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 3,433 ",2017
Air,May,VIC,Melbourne,Goats,Breeder,Sabah," 2,746 ",2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia, 532 ,2017
Sea,May,NT,Darwin,Cattle,Productive,Indonesia, 300 ,2017
Sea,May,WA,Broome,Cattle,Feeder,Vietnam," 3,273 ",2017
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Kuwait," 1,511 ",2017
Sea,May,SA,Port Adelaide,Sheep,Slaughter,Qatar," 21,220 ",2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 1,128 ",2017
Air,May,VIC,Melbourne,Cattle,Breeder,Canada, 4 ,2017
Sea,May,WA,Fremantle,Cattle,Slaughter,Vietnam," 1,286 ",2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,515 ",2017
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 168 ,2017
Sea,May,WA,Fremantle,Cattle,Slaughter,Vietnam," 1,276 ",2017
Sea,May,WA,Fremantle,Sheep,Slaughter,Qatar," 20,780 ",2017
Sea,May,WA,Fremantle,Sheep,Slaughter,Kuwait," 17,219 ",2017
Sea,May,WA,Fremantle,Sheep,Slaughter,Oman," 7,000 ",2017
Sea,May,WA,Broome,Cattle,Feeder,Vietnam," 4,714 ",2017
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan, 90 ,2017
Sea,May,QLD,Brisbane,Cattle,Feeder,Japan, 870 ,2017
Air,May,VIC,Melbourne,Cattle,Breeder,Philippines, 240 ,2017
Air,May,VIC,Melbourne,Goats,Breeder,Nepal, 20 ,2017
Sea,May,WA,Wyndham,Cattle,Feeder,Indonesia," 3,781 ",2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,704 ",2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia, 800 ,2017
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 192 ,2017
Air,May,NSW,Sydney,Cattle,Breeder,Malaysia, 50 ,2017
Air,May,VIC,Melbourne,Cattle,Breeder,Japan, 197 ,2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,910 ",2017
Air,May,VIC,Melbourne,Cattle,Breeder,Taiwan, 225 ,2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,000 ",2017
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 192 ,2017
Air,May,VIC,Melbourne,Goats,Breeder,United Arab Emirates, 31 ,2017
Sea,May,WA,Fremantle,Cattle,Slaughter,Vietnam, 783 ,2017
Sea,May,WA,Fremantle,Cattle,Feeder,Vietnam, 478 ,2017
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 2,371 ",2017
Sea,May,WA,Broome,Cattle,Feeder,Indonesia," 2,963 ",2017
Air,May,NSW,Sydney,Goats,Slaughter,Malaysia, 394 ,2017
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 108 ,2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,May,NT,Darwin,Cattle,Productive,Indonesia, 780 ,2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,908 ",2017
Sea,May,NT,Darwin,Cattle,Productive,Indonesia, 733 ,2017
Sea,May,NT,Darwin,Cattle,Feeder,Indonesia," 2,940 ",2017
Sea,May,QLD,Townsville,Cattle,Slaughter,Vietnam," 9,734 ",2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 150 ,2017
Sea,May,WA,Broome,Cattle,Slaughter,Vietnam," 3,814 ",2017
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 192 ,2017
Air,May,WA,Perth,Sheep,Slaughter,Malaysia, 168 ,2017
Air,May,VIC,Melbourne,Sheep,Breeder,China," 1,520 ",2017
Air,May,SA,Adelaide,Sheep,Slaughter,Malaysia, 802 ,2017
Air,May,SA,Adelaide,Goats,Slaughter,Malaysia, 224 ,2017
Air,May,SA,Adelaide,Camels,Breeder,Malaysia, 29 ,2017
Sea,May,WA,Fremantle,Cattle,Slaughter,Qatar, 200 ,2017
Sea,May,WA,Fremantle,Sheep,Slaughter,Qatar," 32,000 ",2017
Sea,May,WA,Fremantle,Sheep,Slaughter,Oman," 15,000 ",2017
Sea,May,WA,Fremantle,Cattle,Slaughter,United Arab Emirates, 15 ,2017
Sea,May,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 7,000 ",2017
Sea,May,WA,Fremantle,Cattle,Slaughter,Kuwait, 55 ,2017
Sea,May,WA,Fremantle,Sheep,Slaughter,Kuwait," 17,583 ",2017
Sea,May,NT,Darwin,Buffalo,Slaughter,Vietnam, 207 ,2017
Sea,May,NT,Darwin,Cattle,Slaughter,Vietnam," 2,961 ",2017
Air,May,VIC,Melbourne,Goats,Breeder,United Arab Emirates, 70 ,2017
Sea,Jun,QLD,Townsville,Cattle,Feeder,Indonesia," 6,340 ",2017
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 167 ,2017
Air,Jun,WA,Perth,Sheep,Slaughter,Malaysia, 170 ,2017
Sea,Jun,VIC,Geelong,Cattle,Breeder,China," 3,615 ",2017
Air,Jun,VIC,Melbourne,Cattle,Breeder,Malaysia, 12 ,2017
Air,Jun,VIC,Melbourne,Cattle,Breeder,Malaysia, 11 ,2017
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 2,118 ",2017
Air,Jun,VIC,Melbourne,Alpacas,Breeder,China, 700 ,2017
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia, 900 ,2017
Sea,Jun,NT,Darwin,Cattle,Slaughter,Thailand, 800 ,2017
Air,Jun,VIC,Melbourne,Cattle,Breeder,Malaysia, 10 ,2017
Air,Jun,VIC,Melbourne,Cattle,Breeder,Malaysia, 10 ,2017
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 1,216 ",2017
Air,Jun,VIC,Melbourne,Cattle,Breeder,Malaysia, 9 ,2017
Sea,Jun,WA,Broome,Cattle,Feeder,Vietnam," 3,583 ",2017
Air,Jun,NSW,Sydney,Sheep,Breeder,New Zealand, 3 ,2017
Sea,Jun,WA,Fremantle,Cattle,Feeder,Israel," 4,988 ",2017
Sea,Jun,WA,Fremantle,Sheep,Feeder,Israel," 16,000 ",2017
Sea,Jun,WA,Fremantle,Cattle,Slaughter,Jordan, 10 ,2017
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Jordan," 37,845 ",2017
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,665 ",2017
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,094 ",2017
Sea,Jun,WA,Wyndham,Cattle,Feeder,Indonesia," 5,213 ",2017
Sea,Jun,WA,Wyndham,Buffalo,Feeder,Indonesia, 200 ,2017
Sea,Jun,VIC,Geelong,Cattle,Breeder,China," 1,973 ",2017
Sea,Jun,WA,Fremantle,Cattle,Feeder,Vietnam, 515 ,2017
Air,Jun,NSW,Sydney,Cattle,Breeder,Japan, 180 ,2017
Sea,Jun,WA,Broome,Cattle,Feeder,Indonesia," 2,982 ",2017
Sea,Jun,NT,Darwin,Buffalo,Slaughter,Malaysia, 536 ,2017
Sea,Jun,NT,Darwin,Cattle,Slaughter,Malaysia," 2,400 ",2017
Sea,Jun,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,300 ",2017
Sea,Jun,WA,Broome,Cattle,Slaughter,Vietnam," 3,103 ",2017
Air,Jun,NSW,Sydney,Goats,Slaughter,Malaysia, 463 ,2017
Sea,Jun,QLD,Brisbane,Cattle,Feeder,Japan, 870 ,2017
Sea,Jun,QLD,Brisbane,Cattle,Feeder,Japan, 90 ,2017
Sea,Jun,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 5,000 ",2017
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Qatar," 22,000 ",2017
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Kuwait," 36,038 ",2017
Sea,Jun,WA,Fremantle,Sheep,Slaughter,Kuwait, 343 ,2017
Air,Jun,NSW,Sydney,Cattle,Breeder,Malaysia, 100 ,2017
Air,Jun,NSW,Sydney,Goats,Breeder,Vietnam, 50 ,2017
Sea,Jun,NT,Darwin,Cattle,Feeder,Vietnam, 221 ,2017
Sea,Jun,NT,Darwin,Cattle,Slaughter,Vietnam," 2,440 ",2017
Air,Jun,NSW,Sydney,Cattle,Breeder,Bangladesh, 45 ,2017
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,437 ",2017
Sea,Jun,NT,Darwin,Cattle,Productive,Indonesia, 300 ,2017
Sea,Jun,NT,Darwin,Buffalo,Slaughter,Brunei Darussalam, 40 ,2017
Sea,Jun,NT,Darwin,Cattle,Breeder,Sarawak, 5 ,2017
Sea,Jun,NT,Darwin,Cattle,Slaughter,Brunei Darussalam," 1,079 ",2017
Sea,Jun,NT,Darwin,Cattle,Slaughter,Sarawak, 600 ,2017
Sea,Jun,VIC,Geelong,Cattle,Breeder,China," 4,000 ",2017
Sea,Jun,NT,Darwin,Cattle,Feeder,Indonesia," 3,946 ",2017
Air,Jun,NSW,Sydney,Cattle,Breeder,Malaysia, 18 ,2017
Sea,Jul,VIC,Portland,Cattle,Breeder,China," 6,555 ",2017
Sea,Jul,WA,Broome,Cattle,Feeder,Vietnam," 2,656 ",2017
Sea,Jul,WA,Broome,Cattle,Slaughter,Vietnam, 694 ,2017
Sea,Jul,VIC,Geelong,Cattle,Breeder,China," 6,651 ",2017
Sea,Jul,NT,Darwin,Buffalo,Slaughter,Vietnam, 913 ,2017
Sea,Jul,NT,Darwin,Cattle,Slaughter,Vietnam, 577 ,2017
Sea,Jul,QLD,Townsville,Cattle,Slaughter,Vietnam," 4,208 ",2017
Sea,Jul,WA,Fremantle,Cattle,Feeder,Vietnam, 717 ,2017
Sea,Jul,WA,Fremantle,Cattle,Slaughter,Vietnam," 1,685 ",2017
Sea,Jul,WA,Fremantle,Sheep,Slaughter,Kuwait," 22,056 ",2017
Sea,Jul,WA,Fremantle,Sheep,Slaughter,United Arab Emirates," 6,000 ",2017
